amount,description,date,category_id,category_name
-14.99,Takeout from McDonald's,2025-05-09,1,Food & Dining
-389.99890812815937,Eye exam,2024-02-07,6,Healthcare
-339.29054221862947,Eye exam,2025-07-24,6,Healthcare
-875.4813403787425,Amazon purchase - electronics,2025-04-24,3,Shopping
-19.49,Postmates delivery,2024-07-25,1,Food & Dining
-342.99,Online order from Walmart,2025-04-28,3,Shopping
-103.51084028414209,Spotify Premium,2023-12-31,4,Entertainment
-47.99,Lunch at Panera,2024-07-25,1,Food & Dining
-2155,Electric bill - June,2024-10-01,5,Bills & Utilities
-174.16570149395807,Netflix subscription,2024-06-26,4,Entertainment
-10.922,Parking at hospital,2025-07-13,2,Transportation
-82.49,Takeout from Panera,2025-07-26,1,Food & Dining
-730.1013992796032,Best Buy - books,2025-05-29,3,Shopping
-205.66099555369004,Video game - Call of Duty,2024-04-30,4,Entertainment
-58.95,Dinner at Panera,2024-06-29,1,Food & Dining
-30.853560365078295,Netflix subscription - Inc,2025-05-04,4,Entertainment
6232.506361246653,Freelance payment - Small Business,2024-11-19,8,Income
-15.0,Lunch at Taco Bell - Transaction 359,2024-12-28,1,Food & Dining
-4.99,Grubhub delivery,2024-02-05,1,Food & Dining
-733.99,Walmart - electronics,2025-09-09,3,Shopping
-263.7944267199309,Amazon purchase - books,2025-04-17,3,Shopping
754.5568225703695,Investment dividend,2025-03-19,8,Income
-493.94255900068487,Best Buy - books,2024-11-23,3,Shopping
-64.522,Gas at BP,2025-09-18,2,Transportation
-39.49,Dinner at Domino's,2024-05-14,1,Food & Dining
-628.4805121220563,Pharmacy - vitamins,2025-06-20,6,Healthcare
-54.49,Takeout from Taco Bell,2024-08-04,1,Food & Dining
-15.95,Coffee at Caribou Coffee,2024-01-24,1,Food & Dining
-281.8326187763751,Movie tickets at Cinemark,2025-05-11,4,Entertainment
-62.4082073653871,Metro card reload,2024-01-02,2,Transportation
-11.49,Uber Eats delivery,2024-05-11,1,Food & Dining
1895.8873255364788,Investment dividend,2023-12-09,8,Income
-41.49,Breakfast at Morning Brew,2025-01-04,1,Food & Dining
-51.029109323256165,Toll road payment,2024-04-11,2,Transportation
6577.712594322734,Investment dividend,2024-02-20,8,Income
-28.5,Lunch at Panera,2025-09-12,1,Food & Dining
-98.52323758477525,Netflix subscription,2024-04-10,4,Entertainment
-68.91164137208108,Metro card reload,2025-09-03,2,Transportation
-158.08235043330407,Netflix subscription,2023-10-25,4,Entertainment
-114.39640729615854,Target - home goods,2024-10-15,3,Shopping
-67.5,Lunch at Pizza Hut,2024-01-01,1,Food & Dining
-1892,Electric bill - March,2025-01-04,5,Bills & Utilities
-17.219200347630434,Movie tickets at Regal,2025-08-30,4,Entertainment
-125.99,Amazon purchase - home goods,2024-11-02,3,Shopping
-44.1316694841331,Gas at Shell,2025-05-03,2,Transportation
-358.99,Walmart - toys,2025-02-13,3,Shopping
-59.386,Gas at Exxon,2025-07-30,2,Transportation
-647,Insurance payment - home,2024-06-17,5,Bills & Utilities
-127.99,Walmart - books,2024-09-28,3,Shopping
-811.99,Online order from Amazon,2025-01-19,3,Shopping
-337.99,Amazon purchase - electronics,2024-01-04,3,Shopping
-816.7233833049845,Best Buy - electronics,2025-08-24,3,Shopping
-279.4562377952846,Netflix subscription,2024-10-01,4,Entertainment
-304.2444114478423,Dental cleaning,2025-07-17,6,Healthcare
-73.62021427377437,Gas at BP,2024-05-04,2,Transportation
-26.99,Target - electronics,2024-02-17,3,Shopping
-234.1033361737407,Airbnb - Seattle,2023-07-28,7,Travel
-24.680011643864418,Toll road payment,2024-09-07,2,Transportation
-75.99,Uber Eats delivery,2025-01-12,1,Food & Dining
-83.99,Amazon purchase - home goods,2025-04-01,3,Shopping
-83.0,Dinner at Taco Bell,2024-05-14,1,Food & Dining
5847.040589688424,Refund - Amazon,2024-05-19,8,Income
-12.0,Lunch at Chipotle - Branch 59,2024-08-29,1,Food & Dining
-80.89584580976332,Gas at BP,2025-08-13,2,Transportation
-34.94421305318184,Streaming service - HBO Max,2024-11-01,4,Entertainment
-405.6075452975242,Walmart - home goods,2024-12-05,3,Shopping
-669.99,Online order from Home Depot,2025-02-03,3,Shopping
-442.20771839091094,Best Buy - books,2025-05-11,3,Shopping
-243.99,Best Buy - toys,2025-04-18,3,Shopping
-1426,Phone bill - Sprint,2023-12-09,5,Bills & Utilities
-1473.9221077593927,Hotel booking - New York,2024-12-11,7,Travel
-11.49,Lunch at Subway,2024-03-28,1,Food & Dining
-310,Insurance payment - health,2024-10-18,5,Bills & Utilities
-4.140427586320368,Lyft to mall,2024-02-06,2,Transportation
-13.49,Postmates delivery,2023-12-06,1,Food & Dining
-80.09957882668947,Metro card reload,2024-12-20,2,Transportation
-77.5,Coffee at Starbucks,2024-12-04,1,Food & Dining
-72.29204688531604,Spotify Premium,2024-05-31,4,Entertainment
-516.2382369376513,Dental cleaning,2025-03-01,6,Healthcare
-23.0,Lunch at Subway,2024-05-23,1,Food & Dining
-15.182,Uber ride to mall,2025-09-18,2,Transportation
-12.537517302378214,Gas at Shell,2025-07-18,2,Transportation
5006.9436811603455,Investment dividend,2024-12-22,8,Income
-42.497,Lyft to downtown,2024-11-07,2,Transportation
-35.5,Dinner at Panera,2023-12-18,1,Food & Dining
-465.47803378153424,Doctor visit - cardiology,2024-08-01,6,Healthcare
-52.78860372848691,Lyft to downtown,2024-01-09,2,Transportation
-79.5,Dinner at Domino's,2023-10-28,1,Food & Dining
-58.807,Uber ride to airport,2023-11-02,2,Transportation
-69.54744024058891,Gas at Chevron,2023-09-26,2,Transportation
-250.43619372031583,Pharmacy - prescription,2025-01-12,6,Healthcare
-804.99,Walmart - toys,2025-07-24,3,Shopping
-72.45441937965576,Gas at Chevron - -72.45441937965576,2025-04-01,2,Transportation
-86.23261492357622,Dental cleaning,2024-03-11,6,Healthcare
-13.0,Coffee at Local Coffee Co. - -13.0,2025-01-24,1,Food & Dining
-1085,Phone bill - AT&T,2025-09-19,5,Bills & Utilities
-910.1336756690225,Emergency fund transfer,2024-10-17,9,Savings
-47.028556348628975,Streaming service - Hulu,2024-12-21,4,Entertainment
-2031,Internet service - AT&T,2025-09-17,5,Bills & Utilities
-391.2469783850997,Eye exam - Online,2024-06-28,6,Healthcare
-1403,Phone bill - Verizon,2024-06-03,5,Bills & Utilities
-12.5,Uber Eats delivery,2024-07-21,1,Food & Dining
-783.8107666569643,Prescription - vitamins,2025-08-02,6,Healthcare
7958.741156890045,Freelance payment - Client A,2023-12-16,8,Income
-393.67638470200563,Target - toys,2024-06-11,3,Shopping
3931.8919392438224,Bonus payment,2025-06-27,8,Income
-203,Phone bill - Sprint,2024-05-29,5,Bills & Utilities
-75.99,Dinner at McDonald's,2024-04-28,1,Food & Dining
-658.4215951282288,Best Buy - toys,2025-05-03,3,Shopping
-752.1406342297989,Online order from Best Buy,2025-09-08,3,Shopping
-1395,Electric bill - January,2025-09-19,,
-68.49,Lunch at Chipotle,2024-03-09,1,Food & Dining
-67.5,Dinner at Subway,2024-07-02,10,Miscellaneous
-56.453,Metro card reload,2024-03-17,2,Transportation
-61.99,Breakfast at Coffee Bean,2024-11-09,1,Food & Dining
-39.0,Lunch at Pizza Hut,2023-09-29,1,Food & Dining
-13.95,Grubhub delivery,2024-03-17,1,Food & Dining
-211.23373716131184,Video game - Minecraft,2025-03-11,4,Entertainment
-953.1394714427437,Airbnb - Chicago,2023-07-14,7,Travel
-708.8135079633462,Prescription - prescription,2024-04-04,6,Healthcare
-151.99,Amazon purchase - electronics,2023-09-26,3,Shopping
-240.95012934578654,Video game - Fortnite,2024-12-11,4,Entertainment
-3331.560072010947,Flight tickets - American,2024-10-15,7,Travel
-33.5,Grubhub delivery,2025-07-27,,
-764,Phone bill - Sprint,2025-09-14,5,Bills & Utilities
-24.95,Dinner at Panera,2024-11-07,1,Food & Dining
-598.7882697581965,Walmart - clothing,2024-01-20,3,Shopping
-73.49,Takeout from McDonald's,2025-08-14,1,Food & Dining
8158.048232769468,Refund - Restaurant,2024-05-05,8,Income
-860.99,Amazon purchase - home goods,2024-05-20,3,Shopping
-97.11784495143422,Spotify Premium,2024-07-05,4,Entertainment
-53.88984502874662,Metro card reload,2025-02-03,2,Transportation
-81.99,Takeout from Chipotle,2024-06-22,1,Food & Dining
-26.5,Lunch at McDonald's,2024-11-20,1,Food & Dining
-33.99,Dinner at McDonald's,2024-07-13,1,Food & Dining
-75.5,Dinner at Subway,2024-10-31,1,Food & Dining
-2265,Internet service - Spectrum,2025-09-19,5,Bills & Utilities
-84.95,Coffee at Dunkin',2024-01-31,1,Food & Dining
-181.91675827510278,Online order from Amazon,2023-12-18,3,Shopping
-194.1773522480085,Streaming service - Prime Video,2023-12-14,4,Entertainment
-65.49,Lunch at McDonald's,2024-10-16,1,Food & Dining
-6.0,Grocery shopping at Walmart,2025-04-11,1,Food & Dining
-60.95,Lunch at Chipotle,2024-05-31,1,Food & Dining
-77.5,Snacks at Shell,2024-10-04,1,Food & Dining
-793.99,Amazon purchase - electronics,2025-01-27,3,Shopping
1379.4527833567133,Bonus payment,2024-04-19,8,Income
-392.99,Target - clothing - Payment 659,2023-11-06,,
-2337,Electric bill - June,2024-01-05,5,Bills & Utilities
-498.63489947678795,Eye exam,2023-12-16,6,Healthcare
-44.99,DoorDash delivery,2024-12-31,1,Food & Dining
-859.99,Target - clothing,2025-07-26,3,Shopping
-1930.9987277201033,Rental car - Avis,2024-07-24,7,Travel
-858.2679547519227,Target - toys,2024-06-03,3,Shopping
-271.1180773470156,Streaming service - Hulu,2024-10-31,4,Entertainment
-38.04199310576725,Gas at Shell,2023-12-15,2,Transportation
-43.549,Gas at Circle K,2024-11-17,2,Transportation
-9.773704372138281,Metro card reload,2025-04-04,2,Transportation
-831.99,Online order from Home Depot,2025-02-28,3,Shopping
-1845.0406591202436,Airbnb - Miami,2024-06-13,7,Travel
-44.40937438416736,Toll road payment,2025-03-22,2,Transportation
-27.39593746495898,Toll road payment,2025-08-21,2,Transportation
-254.9869899165745,Walmart - books,2024-03-12,3,Shopping
-257.58017987649134,Movie tickets at Regal,2025-02-22,4,Entertainment
-139,Water bill - June,2025-02-28,5,Bills & Utilities
-76.95,Breakfast at Morning Brew - -76.95,2024-12-14,1,Food & Dining
7416.861763751536,Bonus payment,2025-03-21,8,Income
-679.203170192478,Online order from Amazon,2024-06-26,3,Shopping
-542.99,Walmart - home goods,2025-05-04,3,Shopping
-1785,Phone bill - T-Mobile,2025-09-19,5,Bills & Utilities
-22.99,Lunch at Subway,2023-10-23,1,Food & Dining
-11.95,Breakfast at Corner Cafe,2025-02-14,,
-52.99,Lunch at Taco Bell,2025-03-24,1,Food & Dining
-115.58225216759757,Streaming service - HBO Max,2025-09-04,4,Entertainment
-241.0915732611275,Eye exam,2025-03-02,6,Healthcare
-41.0,Lunch at Domino's,2023-10-01,1,Food & Dining
-226.99,Walmart - electronics,2024-07-24,3,Shopping
268.94199384729336,Salary deposit - Tech Corp,2023-10-04,8,Income
-622.99,Online order from Amazon,2023-10-14,3,Shopping
-2065,Electric bill - February,2025-09-08,5,Bills & Utilities
-42.49,Breakfast at Corner Cafe,2024-05-31,1,Food & Dining
-122.27222737381777,Best Buy - clothing,2024-04-19,,
1683.6817979312175,Freelance payment - Client A,2024-02-05,8,Income
-67.355,Uber ride to airport,2024-08-01,2,Transportation
-42.95,Breakfast at Corner Cafe 676,2025-02-18,1,Food & Dining
-462.99,Best Buy - clothing,2024-08-04,3,Shopping
-30.99,Walmart - toys,2024-06-21,3,Shopping
-44.0,Coffee at Caribou Coffee,2025-04-08,1,Food & Dining
-75.829,Lyft to office,2024-08-27,2,Transportation
-2485,Internet service - Comcast,2025-08-16,5,Bills & Utilities
-538,Water bill - March,2025-09-18,5,Bills & Utilities
-7.0,Breakfast at Coffee Bean,2024-01-06,10,Miscellaneous
-210.94582646755444,Video game - Call of Duty,2024-09-15,4,Entertainment
-70.49,Coffee at Local Coffee Co.,2024-12-21,,
-60.49,Coffee at Caribou Coffee,2025-04-07,1,Food & Dining
-682.99,Amazon purchase - clothing,2024-11-13,3,Shopping
-19.49,Dinner at Chipotle,2025-03-05,1,Food & Dining
-528.99,Target - electronics,2024-10-10,3,Shopping
-1538,Internet service - Comcast,2025-09-19,5,Bills & Utilities
-47.10237275110098,Movie tickets at Alamo Drafthouse,2025-06-23,4,Entertainment
7269.188350011255,Bonus payment,2025-02-28,8,Income
-229.99,Walmart - books - Inc,2024-11-09,3,Shopping
-580.4000541729558,Pharmacy - vitamins,2025-08-09,6,Healthcare
-1714,Internet service - Verizon,2025-08-06,5,Bills & Utilities
-898.9105184431247,Walmart - toys,2025-08-08,3,Shopping
-1953,Phone bill - T-Mobile,2025-09-20,5,Bills & Utilities
-640.9401442489753,Amazon purchase - electronics,2025-03-28,3,Shopping
-2394,Internet service - Spectrum - Refund,2025-09-20,5,Bills & Utilities
-46.025,Lyft to hospital,2023-11-14,2,Transportation
-57.99,DoorDash delivery,2024-04-26,1,Food & Dining
-33.5,Breakfast at Morning Brew,2025-07-10,1,Food & Dining
-57.0,Grocery shopping at Costco - Transaction 544,2024-11-18,1,Food & Dining
-57.372176008672305,Metro card reload,2023-12-02,2,Transportation
-744.3843526174319,Doctor visit - orthopedics,2023-10-25,6,Healthcare
-206.98422356283487,Target - home goods,2024-02-07,3,Shopping
4969.390444166409,Investment dividend,2025-08-14,8,Income
-40.95,Coffee at Peet's Coffee,2024-06-10,,
-478,Insurance payment - life,2025-07-28,5,Bills & Utilities
-46.5,Breakfast at Coffee Bean,2024-11-26,1,Food & Dining
-124.99,Online order from Target,2025-06-28,3,Shopping
-64.49,Breakfast at Morning Brew,2025-09-20,1,Food & Dining
-77.303,Lyft to mall,2025-06-02,2,Transportation
-323.99,Walmart - electronics,2024-05-30,3,Shopping
-28.5,Coffee at Starbucks - App,2024-11-18,1,Food & Dining
-598.1470158380117,Online order from Best Buy,2025-06-22,3,Shopping
-81.0,Coffee at Caribou Coffee,2024-09-10,1,Food & Dining
-28.0,Grocery shopping at Costco,2025-08-23,1,Food & Dining
-713.7754846085771,Best Buy - toys,2024-08-18,3,Shopping
-323,Phone bill - AT&T,2025-09-18,5,Bills & Utilities
-63.743,Parking at downtown,2024-09-28,2,Transportation
-411.99,Target - books,2024-02-07,3,Shopping
-2106,Internet service - AT&T,2024-12-15,5,Bills & Utilities
-396.1667706966092,Doctor visit - general,2025-05-11,6,Healthcare
-146.38974320561843,Video game - Minecraft,2025-01-27,4,Entertainment
-545.99,Amazon purchase - clothing,2023-10-01,3,Shopping
-19.95,Breakfast at Corner Cafe,2023-09-25,1,Food & Dining
5589.3609056697915,Freelance payment - Small Business,2024-04-26,8,Income
-1996.1281785060826,Savings account transfer,2025-04-04,9,Savings
-81.0,Grocery shopping at Safeway,2025-06-27,1,Food & Dining
-1393,Internet service - Spectrum,2024-08-21,5,Bills & Utilities
5037.472618554054,Salary deposit - Local Business,2025-08-12,8,Income
-188.86742899403708,Streaming service - Disney+ - Branch 92,2024-11-08,4,Entertainment
-40.5,Dinner at Panera,2024-10-23,1,Food & Dining
-1547,Internet service - AT&T,2025-04-02,5,Bills & Utilities
-168.89829787472812,Target - books,2024-12-13,3,Shopping
-25.096669499132616,Uber ride to downtown,2024-10-24,2,Transportation
-646.99,Amazon purchase - home goods,2025-06-12,3,Shopping
-297.6599268067332,Spotify Premium,2025-04-04,4,Entertainment
-15.832678413024688,Metro card reload,2024-09-20,2,Transportation
-717.99,Best Buy - books,2025-06-29,3,Shopping
-694.7903347626694,Amazon purchase - clothing,2024-03-11,3,Shopping
-69.9722549711389,Parking at hospital,2025-01-29,2,Transportation
-472.99,Online order from Best Buy,2023-10-05,,
-74.5,Grocery shopping at Target,2023-11-30,1,Food & Dining
-17.669,Parking at mall,2025-09-02,2,Transportation
-27.0,Takeout from Panera,2024-10-06,1,Food & Dining
-645.99,Target - toys,2024-04-10,3,Shopping
-472.99,Online order from Amazon,2024-02-06,3,Shopping
-2226,Insurance payment - life,2025-09-19,5,Bills & Utilities
-679.3100445613068,Amazon purchase - books,2025-03-19,3,Shopping
-59.12203381405576,Parking at downtown,2024-03-11,2,Transportation
-2482,Electric bill - March,2025-03-24,5,Bills & Utilities
-2018.9255308786828,Rental car - Hertz,2024-12-14,7,Travel
-856.2183930099675,Walmart - electronics,2024-04-19,3,Shopping
-555.99,Best Buy - books,2024-04-19,3,Shopping
-453,Internet service - Comcast,2025-09-21,5,Bills & Utilities
-76.87649237309036,Streaming service - Hulu,2024-12-18,4,Entertainment
-34.99,Dinner at Chipotle,2025-03-14,1,Food & Dining
-203.99,Online order from Target,2025-05-29,3,Shopping
-161.99,Online order from Target,2023-09-22,3,Shopping
-2324,Insurance payment - auto,2025-09-18,5,Bills & Utilities
-29.751593399005415,Eye exam,2024-01-10,6,Healthcare
-51.838208012889055,Parking at downtown,2024-04-18,2,Transportation
-53.51443182198489,Toll road payment,2024-04-23,2,Transportation
-540.99,Best Buy - home goods,2023-10-30,3,Shopping
-1412.0021332168487,Investment deposit,2025-09-16,9,Savings
6616.446841443721,Investment dividend,2023-11-02,8,Income
-433,Internet service - AT&T,2024-09-21,5,Bills & Utilities
4637.006178477059,Investment dividend,2025-05-29,8,Income
-316.8934081720428,Best Buy - toys,2024-08-29,3,Shopping
-39.49,DoorDash delivery,2024-07-28,1,Food & Dining
-652.99,Best Buy - electronics,2024-04-01,3,Shopping
-186.60620316884717,Pharmacy - antibiotics,2024-03-04,6,Healthcare
-12.805350093028776,Parking at hospital,2025-01-14,2,Transportation
-22.5,Lunch at Chipotle,2023-12-17,1,Food & Dining
-69.99,Dinner at Subway,2025-02-22,1,Food & Dining
-409.97525748419196,Target - clothing 844,2023-10-22,3,Shopping
-359.99,Walmart - home goods,2023-11-21,3,Shopping
-114.97938401938221,Prescription - prescription,2023-11-07,6,Healthcare
-35.5,Snacks at BP,2025-01-07,,
6535.936731350304,Bonus payment 118,2024-06-01,8,Income
-11.943882431925124,Uber ride to hospital,2024-04-18,2,Transportation
-21.61225742842804,Uber ride to mall,2024-08-17,,
-707,Internet service - Spectrum,2025-07-20,5,Bills & Utilities
-852.2579938845595,Walmart - clothing,2023-11-04,3,Shopping
-58.99,Coffee at Dunkin',2025-03-28,10,Miscellaneous
-804.9978608897804,Hotel booking - Seattle,2024-07-27,7,Travel
-56.53711144853358,Metro card reload,2023-10-27,2,Transportation
-838.8403707979872,Pharmacy - prescription,2024-06-06,6,Healthcare
-13.49,Coffee at Peet's Coffee,2024-10-07,1,Food & Dining
-27.5,Grocery shopping at Walmart,2025-06-05,1,Food & Dining
-75.5,Postmates delivery,2024-12-08,1,Food & Dining
-26.99,Uber Eats delivery,2023-12-15,1,Food & Dining
3983.2034864690086,Salary deposit - Local Business,2025-07-01,8,Income
-306.99,Amazon purchase - home goods,2025-09-17,3,Shopping
3264.54682692488,Freelance payment - Client A,2025-06-27,8,Income
-592.880643591779,Dental cleaning,2025-08-31,6,Healthcare
-67.54672462456186,Parking at downtown,2025-02-23,2,Transportation
-7.461,Gas at Shell,2025-01-23,2,Transportation
