amount,description,date,category_id,category_name
-47.20587036751851,Metro card reload - Store 99,2024-01-26,2,Transportation
-102.7960726435327,Walmart - clothing,2025-06-02,3,Shopping
-34.99,Breakfast at Corner Cafe,2023-12-06,1,Food & Dining
-609.99,Online order from Best Buy,2023-10-29,3,Shopping
-408.99,Walmart - toys,2024-02-06,,
-272.2053786230052,Movie tickets at Cinemark,2025-03-21,4,Entertainment
-63.586523305977735,Toll road payment,2024-09-17,2,Transportation
3869.789633257032,Bonus payment - Location 6,2025-02-20,8,Income
-347.99,Target - toys,2024-08-13,3,Shopping
-74.35873760463605,Movie tickets at Alamo Drafthouse,2023-12-05,4,Entertainment
-340.32852985225065,Online order from Home Depot,2024-12-13,3,Shopping
-1777.1678158180846,Investment deposit,2023-12-27,9,Savings
3609.447948939948,Salary deposit - Tech Corp - Adjustment,2024-01-04,8,Income
-6.5,Takeout from Subway - LLC,2025-02-02,1,Food & Dining
-67.616,Toll road payment,2025-03-23,2,Transportation
-412.7985490535976,Online order from Walmart,2025-08-31,3,Shopping
-48.99,Coffee at Caribou Coffee,2024-02-06,1,Food & Dining
-13.0,Grubhub delivery,2024-03-05,1,Food & Dining
-42.95,Breakfast at Corner Cafe,2024-12-06,1,Food & Dining
-2251,Internet service - Verizon,2025-09-16,5,Bills & Utilities
3200.962953983406,Refund - Target,2025-06-13,8,Income
-62.99,Lunch at Domino's,2024-05-18,1,Food & Dining
4059.9494040722934,Investment dividend,2025-09-08,8,Income
-280.1901395612118,Netflix subscription,2025-09-03,4,Entertainment
-74.36139277497031,Toll road payment,2024-05-17,2,Transportation
-36.48467745420059,Lyft to airport,2024-03-22,,
-830.167046455755,Pharmacy - pain relief,2025-09-15,6,Healthcare
-38.54765270445647,Toll road payment,2025-07-26,2,Transportation
-18.99,Snacks at Shell,2024-11-11,1,Food & Dining
6028.320957083831,Salary deposit - Consulting Inc,2025-01-20,8,Income
-29.99,DoorDash delivery,2023-11-21,1,Food & Dining
-787,Phone bill - Verizon,2025-05-19,5,Bills & Utilities
-343.93308161004825,Best Buy - books,2024-10-30,3,Shopping
-713.8043750004275,Best Buy - home goods,2024-09-15,3,Shopping
-27.5,Takeout from Panera,2024-02-01,1,Food & Dining
-77.49,Lunch at Pizza Hut,2025-05-25,1,Food & Dining
-1949,Insurance payment - life - App,2025-09-17,5,Bills & Utilities
-45.99,Coffee at Local Coffee Co.,2024-02-16,1,Food & Dining
-290.5871283456173,Spotify Premium,2025-03-11,4,Entertainment
-80.17909299607966,Parking at mall,2024-12-15,2,Transportation
-66.99,Grubhub delivery,2025-07-10,1,Food & Dining
-875.99,Online order from Best Buy,2024-09-09,3,Shopping
-255.1610885490883,Online order from Best Buy,2025-03-27,3,Shopping
-33.49,Snacks at BP,2024-01-17,1,Food & Dining
-49.496236591516286,Movie tickets at AMC,2023-10-15,4,Entertainment
-46.99,Grubhub delivery,2023-10-28,1,Food & Dining
-2265.674555067851,Flight tickets - American,2023-08-06,7,Travel
-55.0,Coffee at Peet's Coffee,2024-06-11,1,Food & Dining
-2183,Electric bill - February,2024-01-13,5,Bills & Utilities
-71.0,Takeout from Panera,2025-09-18,1,Food & Dining
-24.571904311257704,Metro card reload,2024-05-16,2,Transportation
-844.2275318056049,Pharmacy - prescription,2024-04-08,6,Healthcare
-264.61722577441714,Streaming service - Prime Video - Location 37,2025-03-07,4,Entertainment
-647.99,Amazon purchase - electronics,2025-09-17,3,Shopping
5383.421098155596,Investment dividend,2023-10-20,8,Income
-22.71,Gas at Shell,2024-03-19,2,Transportation
-337.2327621015077,Prescription - pain relief,2024-08-03,6,Healthcare
-38.477,Parking at hospital - Inc,2023-11-15,2,Transportation
-43.5,Coffee at Local Coffee Co.,2024-12-14,1,Food & Dining
-140.21684299919474,Netflix subscription,2025-06-03,4,Entertainment
-461.99,Best Buy - toys,2024-07-17,3,Shopping
-710.6420704688861,Eye exam,2024-06-03,6,Healthcare
-797.99,Online order from Home Depot,2025-09-10,3,Shopping
-553.5694840756278,Amazon purchase - electronics,2025-08-07,3,Shopping
-538.5674319449143,Amazon purchase - electronics,2025-07-03,3,Shopping
-14.0,Breakfast at Coffee Bean,2024-08-14,10,Miscellaneous
-68.59353426609188,Video game - Call of Duty,2025-02-18,4,Entertainment
-515.99,Walmart - books,2024-02-13,3,Shopping
-158.56192333051428,Doctor visit - orthopedics,2025-09-19,6,Healthcare
-75.99,Snacks at Circle K,2025-05-28,10,Miscellaneous
-75.95,Snacks at Circle K,2025-02-12,1,Food & Dining
-8.99,DoorDash delivery,2024-11-10,1,Food & Dining
-2357,Phone bill - Sprint,2025-03-12,5,Bills & Utilities
-28.5,Snacks at Circle K,2025-05-29,1,Food & Dining
-194,Water bill - February,2025-09-16,5,Bills & Utilities
-21.697994773804183,Lyft to hospital,2025-09-04,2,Transportation
-872.6278282846446,Walmart - toys,2024-04-07,3,Shopping
-1221,Internet service - Verizon,2024-12-27,5,Bills & Utilities
-200.99,Online order from Amazon,2025-04-20,3,Shopping
-47.49,DoorDash delivery,2025-06-20,1,Food & Dining
2265.4375271939184,Freelance payment - Small Business,2024-02-02,8,Income
-51.49,Postmates delivery,2025-07-19,1,Food & Dining
-131.75130444745685,Eye exam,2023-10-10,6,Healthcare
1523.2169055505083,Salary deposit - Tech Corp,2025-04-14,8,Income
-649.1981219931545,Amazon purchase - electronics,2025-04-18,3,Shopping
-128.36692978380225,Movie tickets at AMC,2023-11-28,4,Entertainment
-57.49,Dinner at Chipotle,2023-11-08,1,Food & Dining
-361.99,Target - clothing,2025-03-03,,
-149.4004529152341,Streaming service - Prime Video,2025-03-18,4,Entertainment
-2506.612306773143,Rental car - Hertz,2024-08-28,7,Travel
-104.6953210267148,Spotify Premium,2025-04-23,4,Entertainment
-139.10188280441997,Movie tickets at Alamo Drafthouse,2025-07-08,4,Entertainment
-326,Internet service - Spectrum,2025-09-17,5,Bills & Utilities
-513.0273131176444,Online order from Best Buy,2024-12-05,3,Shopping
-3088.3571420502703,Flight tickets - Delta,2025-08-24,7,Travel
-1542,Phone bill - AT&T,2023-11-28,5,Bills & Utilities
-1080,Insurance payment - home,2025-08-21,,
-4.809695263802954,Metro card reload - -4.809695263802954,2023-10-07,2,Transportation
-165.65950384286245,Video game - Call of Duty,2025-06-06,4,Entertainment
-73.0,Dinner at Subway,2025-07-01,1,Food & Dining
-605.99,Best Buy - clothing,2024-12-25,3,Shopping
-29.0,Uber Eats delivery,2025-01-09,1,Food & Dining
-1315.2481031999941,Flight tickets - United,2024-07-22,7,Travel
-58.0,Uber Eats delivery,2024-01-08,1,Food & Dining
-65.89910599444248,Streaming service - Hulu,2025-02-28,4,Entertainment
-70.99,Coffee at Starbucks,2024-03-05,1,Food & Dining
-11.49,Takeout from McDonald's,2024-09-23,,
-1920,Electric bill - March,2025-04-01,5,Bills & Utilities
-65.95,Coffee at Local Coffee Co.,2024-08-23,10,Miscellaneous
-1339,Water bill - April,2025-09-20,5,Bills & Utilities
-6.0,Uber Eats delivery,2024-04-01,1,Food & Dining
-864.99,Best Buy - books,2025-07-16,3,Shopping
-56.65903708970778,Toll road payment,2025-06-17,2,Transportation
-50.95,Grubhub delivery,2024-06-22,1,Food & Dining
-11.5,Breakfast at Coffee Bean,2024-03-30,1,Food & Dining
802.6483192626845,Refund - Target,2025-07-20,8,Income
-35.0,Lunch at Domino's - Online,2024-02-25,1,Food & Dining
-255.26514432977163,Dental cleaning,2025-03-22,6,Healthcare
-287.3193557821737,Video game - Minecraft,2024-06-07,4,Entertainment
-34.49,Breakfast at Coffee Bean,2024-02-03,1,Food & Dining
-507.99,Online order from Best Buy,2025-01-31,3,Shopping
-2022,Internet service - Spectrum,2025-09-18,5,Bills & Utilities
-610.99,Best Buy - home goods,2024-05-16,3,Shopping
-66.5,Lunch at Panera,2025-04-05,1,Food & Dining
5365.106924186096,Salary deposit - Local Business,2025-06-23,8,Income
-65.5,Breakfast at Corner Cafe,2025-03-03,1,Food & Dining
-23.99,Grubhub delivery,2024-05-18,1,Food & Dining
-36.49,Grocery shopping at Safeway,2023-10-25,1,Food & Dining
-132,Electric bill - January,2025-02-06,5,Bills & Utilities
-39.804,Lyft to office,2024-07-12,2,Transportation
-817.99,Target - clothing,2025-05-22,3,Shopping
-59.376,Toll road payment,2025-05-13,2,Transportation
-675.99,Amazon purchase - home goods,2025-03-21,3,Shopping
-45.5,DoorDash delivery,2024-02-03,10,Miscellaneous
-62.58049520206981,Lyft to mall,2024-09-19,2,Transportation
-33.726059871006456,Parking at mall,2024-09-18,2,Transportation
-81.49,Snacks at 7-Eleven,2025-07-13,10,Miscellaneous
4774.682106824621,Freelance payment - Client A,2024-07-21,8,Income
-58.99,Amazon purchase - books,2023-10-09,3,Shopping
7315.858881061514,Refund - Amazon,2024-05-10,8,Income
-8.0,Snacks at Circle K,2025-05-03,1,Food & Dining
-2965.0318165947942,Hotel booking - Los Angeles,2024-12-02,7,Travel
-10.699278847599075,Uber ride to downtown,2023-11-18,2,Transportation
-66.14940255067881,Toll road payment,2024-04-14,2,Transportation
-106.06147497399208,Movie tickets at Regal,2025-01-02,4,Entertainment
-50.0,Breakfast at Coffee Bean,2025-01-16,1,Food & Dining
-1611.3389587938166,Investment deposit,2025-07-26,9,Savings
-641.3430607291639,Target - toys,2025-01-18,3,Shopping
-1985,Electric bill - April,2024-10-10,5,Bills & Utilities
-35.5,Coffee at Dunkin',2023-11-23,1,Food & Dining
-33.785,Metro card reload,2025-03-25,2,Transportation
-26.95,Lunch at Chipotle,2024-01-16,10,Miscellaneous
-270.5426927446242,Video game - FIFA,2024-12-12,4,Entertainment
-371,Internet service - AT&T,2025-09-17,5,Bills & Utilities
-869.99,Online order from Best Buy - Fee,2025-07-07,3,Shopping
1585.5953941486805,Investment dividend,2025-06-01,8,Income
-32.5,Snacks at Shell,2025-05-07,1,Food & Dining
-173.78843684807094,Video game - Fortnite,2024-01-05,4,Entertainment
-60.5,Uber Eats delivery,2024-12-05,1,Food & Dining
-424.3584408732788,Rental car - Avis,2023-07-28,7,Travel
-569.99,Online order from Target,2025-07-08,3,Shopping
-378,Water bill - January,2024-05-12,5,Bills & Utilities
-626.99,Walmart - electronics,2024-10-30,3,Shopping
-4.5,Dinner at Panera,2025-07-13,1,Food & Dining
-397.99,Amazon purchase - books,2024-08-22,3,Shopping
-37.757247704710636,Gas at Chevron,2024-06-19,2,Transportation
-34.95,Breakfast at Coffee Bean,2023-11-02,1,Food & Dining
2475.95063275047,Bonus payment,2025-02-10,8,Income
-9.818617852553604,Gas at Chevron,2024-08-13,2,Transportation
-356.17810670574966,Best Buy - clothing,2025-01-19,3,Shopping
-393.54042378330587,Best Buy - clothing - App,2024-09-17,3,Shopping
-282.698796002739,Movie tickets at Cinemark,2025-05-17,4,Entertainment
-49.95,Takeout from Taco Bell,2024-10-19,1,Food & Dining
-20.99,Lunch at Chipotle,2024-04-10,1,Food & Dining
-386.1951648079425,Target - books,2023-10-27,3,Shopping
-64.45705807325555,Spotify Premium,2024-05-18,4,Entertainment
-121.34911228262926,Netflix subscription,2024-02-18,4,Entertainment
-1026,Internet service - Verizon,2024-03-20,5,Bills & Utilities
-760.4979704574804,Online order from Target,2024-09-02,3,Shopping
-163.99,Amazon purchase - books,2025-03-20,3,Shopping
-83.20487586839889,Gas at BP,2025-03-04,2,Transportation
-2.8637132880863576,Parking at mall,2025-03-22,2,Transportation
-45.21554763205227,Gas at Circle K,2024-08-14,,
-2147.4403461390666,Hotel booking - Los Angeles,2024-08-23,7,Travel
-130.94610619961037,Netflix subscription,2024-12-14,4,Entertainment
-74.30223020634139,Lyft to office,2024-08-01,2,Transportation
-38.3602016107592,Prescription - vitamins,2025-01-29,6,Healthcare
-83.49279119304043,Amazon purchase - clothing,2025-01-05,3,Shopping
-87.99,Online order from Best Buy,2025-04-14,,
-48.99,Takeout from Domino's,2024-02-11,1,Food & Dining
-20.338848214223617,Parking at downtown,2025-07-04,2,Transportation
-1223,Phone bill - AT&T,2025-09-19,5,Bills & Utilities
971.487152374665,Salary deposit - Consulting Inc,2025-04-27,8,Income
-2404,Phone bill - Verizon,2025-09-21,5,Bills & Utilities
546.8345505158877,Salary deposit - Local Business,2023-10-13,8,Income
-110.68156015259572,Video game - Fortnite,2025-03-13,4,Entertainment
-343.1712566957474,Retirement contribution,2024-03-09,9,Savings
-62.95,Snacks at BP,2025-03-11,1,Food & Dining
-146.64909889722017,Streaming service - Prime Video,2024-02-19,4,Entertainment
-219.98291002083,Spotify Premium,2025-04-18,4,Entertainment
-35.0,Snacks at Shell,2025-08-11,1,Food & Dining
-1233,Insurance payment - life 129,2024-08-31,5,Bills & Utilities
-43.780786456807654,Video game - FIFA,2024-08-11,4,Entertainment
-10.5,Dinner at Taco Bell,2025-07-16,1,Food & Dining
-68.5,Coffee at Caribou Coffee,2025-01-08,1,Food & Dining
-225.99,Amazon purchase - books - Store 83,2025-04-30,3,Shopping
-141.6405375202597,Movie tickets at Regal,2025-09-13,4,Entertainment
-218.05646039537686,Investment deposit,2025-04-19,9,Savings
-68.653,Metro card reload,2024-07-31,2,Transportation
-44.672697262836884,Metro card reload,2024-11-25,2,Transportation
-59.5,Coffee at Dunkin',2025-04-26,1,Food & Dining
-41.02771704402836,Uber ride to downtown,2025-02-05,2,Transportation
-201.7985491935098,Video game - Call of Duty,2023-10-21,4,Entertainment
324.2310978206554,Investment dividend,2024-11-16,8,Income
5566.258431128195,Refund - Restaurant,2024-08-13,8,Income
7326.084054327722,Salary deposit - Consulting Inc,2024-10-04,8,Income
-34.15703495363278,Parking at downtown - LLC,2025-01-11,2,Transportation
6745.511911458158,Bonus payment,2024-10-07,8,Income
-2383,Phone bill - Verizon,2025-09-20,5,Bills & Utilities
-1673.2517346598472,Flight tickets - United,2023-07-01,7,Travel
-38.00803941762734,Metro card reload,2024-01-29,2,Transportation
-162.99,Best Buy - home goods,2024-03-12,3,Shopping
7494.778389389788,Bonus payment,2023-11-22,8,Income
-53.5,Grocery shopping at Walmart,2024-08-21,1,Food & Dining
-13.5,Postmates delivery,2024-01-04,1,Food & Dining
-335.55204680284396,Best Buy - books,2025-03-27,3,Shopping
-83.131,Lyft to downtown,2025-01-05,2,Transportation
3112.993538326832,Bonus payment,2024-07-22,8,Income
-33.5,Grocery shopping at Costco,2024-12-19,1,Food & Dining
-525.99,Walmart - clothing,2025-01-19,3,Shopping
-63.756,Toll road payment,2024-04-11,2,Transportation
-26.0,Dinner at Pizza Hut - Mobile,2025-05-12,1,Food & Dining
-56.95,Takeout from Taco Bell,2023-12-14,1,Food & Dining
-41.41192964633628,Parking at downtown,2024-11-28,2,Transportation
-584.99,Amazon purchase - toys,2023-11-28,3,Shopping
-32.49,Takeout from Subway,2025-08-04,1,Food & Dining
-67.05944282826218,Amazon purchase - toys,2024-06-07,3,Shopping
-142,Internet service - AT&T,2024-09-03,5,Bills & Utilities
-1548,Water bill - May,2025-09-21,5,Bills & Utilities
-218.2477931310985,Spotify Premium,2025-08-13,4,Entertainment
-813.3880123501898,Prescription - prescription,2024-10-06,6,Healthcare
-1814.837535435475,Flight tickets - American - Mobile,2023-12-16,7,Travel
-286.9641961396184,Video game - FIFA,2024-10-24,4,Entertainment
4461.499717796721,Freelance payment - Client B - LLC,2023-11-23,8,Income
-67.5,Grocery shopping at Kroger,2025-08-04,1,Food & Dining
-48.49,Grocery shopping at Walmart - -48.49,2024-05-15,1,Food & Dining
-83.98049341836972,Parking at airport,2025-04-15,2,Transportation
-437.0507295095704,Prescription - vitamins,2023-11-07,,
-1622.2514717018855,Airbnb - Miami,2023-07-08,7,Travel
-161.99,Amazon purchase - clothing - Store 16,2024-01-03,3,Shopping
8081.569974293482,Salary deposit - Tech Corp,2025-07-06,8,Income
-890.99,Online order from Home Depot,2024-01-18,3,Shopping
-15.948385970974135,Lyft to mall,2024-01-10,2,Transportation
-77.0,Grocery shopping at Target,2024-09-09,1,Food & Dining
5106.168382036304,Bonus payment,2023-12-07,8,Income
-80.99,Takeout from Taco Bell,2024-04-16,,
-5.0,Takeout from Subway - Inc,2025-03-21,1,Food & Dining
-29.95,Takeout from Pizza Hut,2024-03-09,1,Food & Dining
-38.0,Coffee at Caribou Coffee,2024-11-03,1,Food & Dining
-7.798,Parking at airport,2025-09-17,2,Transportation
-888,Electric bill - March,2023-10-15,5,Bills & Utilities
-87.14113306805393,Dental cleaning,2023-10-11,6,Healthcare
-465,Internet service - AT&T,2025-09-18,5,Bills & Utilities
-14.5,Dinner at Panera,2024-07-13,1,Food & Dining
-1913,Water bill - June,2025-09-11,5,Bills & Utilities
-110.3363680322663,Spotify Premium,2024-03-20,4,Entertainment
-72.0,Breakfast at Corner Cafe,2025-03-27,1,Food & Dining
-1813.3409736202111,Airbnb - Miami,2023-06-03,7,Travel
-4582.0,Coffee at Dunkin',2025-06-11,10,Miscellaneous
-472.05983096142006,Eye exam,2023-10-21,6,Healthcare
-1063,Water bill - January,2025-07-12,5,Bills & Utilities
-73.5,Grubhub delivery,2024-09-09,1,Food & Dining
-2243,Electric bill - May,2025-09-16,5,Bills & Utilities
-768,Electric bill - March,2025-04-14,5,Bills & Utilities
-5.99,Lunch at Taco Bell,2025-04-10,1,Food & Dining
-1833.4089814837275,Flight tickets - United,2024-03-17,7,Travel
-1115,Insurance payment - auto,2023-12-05,5,Bills & Utilities
-858,Internet service - AT&T,2025-09-18,5,Bills & Utilities
-385.03755904751984,Hotel booking - Seattle - Store 53,2023-07-24,7,Travel
7990.501004159167,Investment dividend,2024-01-26,8,Income
5701.052018346514,Salary deposit - Tech Corp,2024-03-01,8,Income
-536.99,Walmart - books,2024-09-08,3,Shopping
-51.49,Dinner at Panera,2025-01-25,1,Food & Dining
-4.089,Gas at Chevron,2024-07-26,2,Transportation
-34.7376280004732,Metro card reload,2025-08-26,,
-1945,Water bill - February,2024-03-08,5,Bills & Utilities
-1375.0395152408587,Emergency fund transfer,2024-10-24,9,Savings
-69.64406334390658,Toll road payment,2024-02-06,2,Transportation
-210.7634050162086,Eye exam,2025-09-06,6,Healthcare
-483,Water bill - May,2025-07-10,5,Bills & Utilities
-27.49,Takeout from Domino's,2025-09-05,1,Food & Dining
-298,Insurance payment - life,2024-12-18,5,Bills & Utilities
-486.99,Amazon purchase - toys,2025-09-03,3,Shopping
-48.95,Coffee at Caribou Coffee,2025-01-06,1,Food & Dining
-516.4658151708277,Doctor visit - general,2025-04-05,6,Healthcare
-4.99,Grocery shopping at Trader Joe's,2025-01-22,1,Food & Dining
-616.0438005000145,Dental cleaning,2023-12-08,6,Healthcare
-207.63362181430637,,2024-10-27,4,Entertainment
-420.99,Walmart - home goods - Transaction 119,2024-09-15,3,Shopping
-160.0458184224963,Prescription - antibiotics,2025-06-19,6,Healthcare
-154.99,Amazon purchase - electronics,2024-08-24,3,Shopping
-534,Insurance payment - home,2025-04-13,5,Bills & Utilities
-154.0720037492779,Target - home goods,2025-04-02,3,Shopping
-1030,Phone bill - Sprint,2023-11-18,5,Bills & Utilities
-427.99,Target - clothing - Purchase 551,2025-04-16,3,Shopping
-64.03940623834228,Best Buy - toys,2024-09-09,3,Shopping
-44.49,Coffee at Peet's Coffee,2025-02-13,1,Food & Dining
-65.93479647579352,Metro card reload,2024-05-05,2,Transportation
-23.103438365872183,Uber ride to office,2025-05-25,2,Transportation
-23.6628981503428,Gas at BP,2024-03-04,2,Transportation
-143.97772332938396,Movie tickets at Regal,2024-11-20,4,Entertainment
-576.6707876759571,Online order from Target,2024-06-22,3,Shopping
-100,Insurance payment - home,2025-05-19,5,Bills & Utilities
6690.5982568690315,Freelance payment - Small Business,2023-12-18,8,Income
5417.31952921413,Refund - Amazon,2024-04-25,8,Income
-41.41983756239155,Parking at downtown,2024-09-27,2,Transportation
-13.069591335497432,Metro card reload,2023-12-25,2,Transportation
-236.99,Walmart - books,2024-12-09,3,Shopping
-803.99,Best Buy - electronics,2025-05-28,3,Shopping
-51.99,Lunch at Panera,2024-04-20,1,Food & Dining
-61.5,Grocery shopping at Target,2024-12-29,,
-19.63630008313903,Amazon purchase - books,2024-10-09,3,Shopping
-41.821,Uber ride to hospital,2024-01-01,2,Transportation
-379.58766660137604,Amazon purchase - electronics,2024-01-09,3,Shopping
-18.45053734385872,Toll road payment,2024-11-27,2,Transportation
-74.025,Uber ride to office,2023-10-21,2,Transportation
-1491.0941455140573,Investment deposit,2025-04-12,9,Savings
7436.032051526659,Freelance payment - Client B,2025-06-26,8,Income
-71.49,Lunch at Subway,2024-06-28,1,Food & Dining
-43.49,Dinner at Subway - Corp,2024-08-07,1,Food & Dining
-57.79256442972877,Lyft to downtown,2025-04-06,2,Transportation
-2.653581490339347,Gas at Shell,2024-09-19,2,Transportation
-45.54831421483007,Netflix subscription,2025-01-12,4,Entertainment
-84.0,Breakfast at Coffee Bean,2025-08-24,1,Food & Dining
-1655,Water bill - March,2025-01-06,5,Bills & Utilities
-75.096,Parking at hospital,2024-11-15,2,Transportation
-413.99,Walmart - clothing,2025-08-30,3,Shopping
-26.49,Coffee at Peet's Coffee,2024-10-08,1,Food & Dining
-17.5,Snacks at BP,2023-10-17,1,Food & Dining
-2246,Phone bill - AT&T,2025-06-17,5,Bills & Utilities
-849.0714496991553,Online order from Best Buy,2024-09-23,3,Shopping
-6.5,Lunch at Subway,2024-04-14,1,Food & Dining
-8.5,Lunch at Pizza Hut,2023-11-01,1,Food & Dining
-82.0,DoorDash delivery,2024-07-05,1,Food & Dining
-267.3922460983923,Netflix subscription,2025-02-05,4,Entertainment
-287.8229815377941,Dental cleaning,2025-03-25,6,Healthcare
-100.99,Walmart - electronics,2025-07-01,3,Shopping
-11.99,Snacks at Circle K,2025-09-07,1,Food & Dining
3292.968119902015,Salary deposit - Consulting Inc,2025-05-18,8,Income
-28.768937783270005,Video game - Fortnite - Fee,2025-05-25,4,Entertainment
402.3072908701752,Bonus payment,2023-10-11,8,Income
-893,Electric bill - February,2023-12-22,5,Bills & Utilities
-585.2003204984552,Online order from Home Depot,2024-02-06,,
5085.0246017855725,Salary deposit - Consulting Inc,2025-06-16,8,Income
-1048,Phone bill - AT&T,2024-12-17,5,Bills & Utilities
-14.0,Lunch at Pizza Hut,2025-08-12,1,Food & Dining
-14.49,Dinner at Pizza Hut,2023-11-25,1,Food & Dining
-71.49,Dinner at Panera,2025-06-20,1,Food & Dining
-77.984749462138,Video game - Call of Duty,2025-02-13,4,Entertainment
-179.41535471266775,Amazon purchase - clothing,2024-09-04,3,Shopping
-50.49,Breakfast at Morning Brew,2023-10-11,1,Food & Dining
-4.0,DoorDash delivery,2023-11-28,1,Food & Dining
-44.99,Lunch at Domino's,2024-01-04,1,Food & Dining
-608,Insurance payment - auto,2025-08-27,5,Bills & Utilities
-373.99,Online order from Home Depot,2023-12-28,3,Shopping
-791.99,Target - clothing,2024-12-12,3,Shopping
-13.49,Takeout from Chipotle,2023-10-23,1,Food & Dining
-21.0,Grocery shopping at Walmart,2025-09-20,1,Food & Dining
1720,Internet service - AT&T,2024-11-07,5,Bills & Utilities
-12.0,Breakfast at Morning Brew,2024-07-27,1,Food & Dining
-54.0,Grocery shopping at Kroger,2023-10-23,1,Food & Dining
2024.0256111527729,Freelance payment - Client A - Refund,2024-04-29,8,Income
-196.9448052058359,Online order from Home Depot,2023-12-06,3,Shopping
-73.94243154228732,Pharmacy - prescription,2024-03-24,6,Healthcare
-548.3443498191185,Best Buy - books,2024-06-01,3,Shopping
-3.636,Metro card reload,2025-06-13,2,Transportation
-44.95,Grocery shopping at Walmart,2025-04-23,1,Food & Dining
